84042 silly lifecycle spmrc@1.2.0~preinstall: no script for preinstall, continuing
85355 silly linkStuff arale@0.2.0 is part of a global install
85356 silly linkStuff arale@0.2.0 is installed into a global node_modules
85357 verbose linkBins arale@0.2.0
85358 verbose linkMans arale@0.2.0
85359 silly build archy@1.0.0
85360 info linkStuff archy@1.0.0
85361 silly linkStuff archy@1.0.0 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
85362 silly linkStuff archy@1.0.0 is part of a global install
85363 silly linkStuff archy@1.0.0 is installed into a global node_modules
85364 verbose linkBins archy@1.0.0
85365 verbose linkMans archy@1.0.0
85366 silly build arr-flatten@1.0.1
85367 info linkStuff arr-flatten@1.0.1
85368 silly linkStuff arr-flatten@1.0.1 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
85369 silly linkStuff arr-flatten@1.0.1 is part of a global install
85370 silly linkStuff arr-flatten@1.0.1 is installed into a global node_modules
85371 verbose linkBins arr-flatten@1.0.1
85372 verbose linkMans arr-flatten@1.0.1
85373 silly build arr-diff@2.0.0
85374 info linkStuff arr-diff@2.0.0
85375 silly linkStuff arr-diff@2.0.0 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
85376 silly linkStuff arr-diff@2.0.0 is part of a global install
85377 silly linkStuff arr-diff@2.0.0 is installed into a global node_modules
85378 verbose linkBins arr-diff@2.0.0
85379 verbose linkMans arr-diff@2.0.0
85380 silly build array-differ@1.0.0
85381 info linkStuff array-differ@1.0.0
85382 silly linkStuff array-differ@1.0.0 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
85383 silly linkStuff array-differ@1.0.0 is part of a global install
85384 silly linkStuff array-differ@1.0.0 is installed into a global node_modules
85385 verbose linkBins array-differ@1.0.0
85386 verbose linkMans array-differ@1.0.0
85387 silly build array-find-index@1.0.1
85388 info linkStuff array-find-index@1.0.1
85389 silly linkStuff array-find-index@1.0.1 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
85390 silly linkStuff array-find-index@1.0.1 is part of a global install
85391 silly linkStuff array-find-index@1.0.1 is installed into a global node_modules
85392 verbose linkBins array-find-index@1.0.1
85393 verbose linkMans array-find-index@1.0.1
85394 silly build array-uniq@1.0.2
85395 info linkStuff array-uniq@1.0.2
85396 silly linkStuff array-uniq@1.0.2 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
85397 silly linkStuff array-uniq@1.0.2 is part of a global install
85398 silly linkStuff array-uniq@1.0.2 is installed into a global node_modules
85399 verbose linkBins array-uniq@1.0.2
85400 verbose linkMans array-uniq@1.0.2
85401 silly build array-unique@0.2.1
85402 info linkStuff array-unique@0.2.1
85403 silly linkStuff array-unique@0.2.1 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
85404 silly linkStuff array-unique@0.2.1 is part of a global install
85405 silly linkStuff array-unique@0.2.1 is installed into a global node_modules
85406 verbose linkBins array-unique@0.2.1
85407 verbose linkMans array-unique@0.2.1
85408 silly build arrify@1.0.1
85409 info linkStuff arrify@1.0.1
85410 silly linkStuff arrify@1.0.1 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
85411 silly linkStuff arrify@1.0.1 is part of a global install
85412 silly linkStuff arrify@1.0.1 is installed into a global node_modules
85413 verbose linkBins arrify@1.0.1
85414 verbose linkMans arrify@1.0.1
85415 silly build asap@1.0.0
85416 info linkStuff asap@1.0.0
85417 silly linkStuff asap@1.0.0 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
85418 silly linkStuff asap@1.0.0 is part of a global install
85419 silly linkStuff asap@1.0.0 is installed into a global node_modules
85420 verbose linkBins asap@1.0.0
85421 verbose linkMans asap@1.0.0
85422 silly build asn1@0.1.11
85423 info linkStuff asn1@0.1.11
85424 silly linkStuff asn1@0.1.11 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
85425 silly linkStuff asn1@0.1.11 is part of a global install
85426 silly linkStuff asn1@0.1.11 is installed into a global node_modules
85427 verbose linkBins asn1@0.1.11
85428 verbose linkMans asn1@0.1.11
85429 silly build assert-plus@0.1.5
85430 info linkStuff assert-plus@0.1.5
85431 silly linkStuff assert-plus@0.1.5 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
85432 silly linkStuff assert-plus@0.1.5 is part of a global install
85433 silly linkStuff assert-plus@0.1.5 is installed into a global node_modules
85434 verbose linkBins assert-plus@0.1.5
85435 verbose linkMans assert-plus@0.1.5
85436 silly build ast-traverse@0.1.1
85437 info linkStuff ast-traverse@0.1.1
85438 silly linkStuff ast-traverse@0.1.1 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
85439 silly linkStuff ast-traverse@0.1.1 is part of a global install
85440 silly linkStuff ast-traverse@0.1.1 is installed into a global node_modules
85441 verbose linkBins ast-traverse@0.1.1
85442 verbose linkMans ast-traverse@0.1.1
85443 silly build ast-types@0.7.8
85444 info linkStuff ast-types@0.7.8
85445 silly linkStuff ast-types@0.7.8 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
85446 silly linkStuff ast-types@0.7.8 is part of a global install
85447 silly linkStuff ast-types@0.7.8 is installed into a global node_modules
85448 verbose linkBins ast-types@0.7.8
85449 verbose linkMans ast-types@0.7.8
85450 silly build async@1.5.2
85451 info linkStuff async@1.5.2
85452 silly linkStuff async@1.5.2 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
85453 silly linkStuff async@1.5.2 is part of a global install
85454 silly linkStuff async@1.5.2 is installed into a global node_modules
85455 verbose linkBins async@1.5.2
85456 verbose linkMans async@1.5.2
85457 silly build async-each@0.1.6
85458 info linkStuff async-each@0.1.6
85459 silly linkStuff async-each@0.1.6 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
85460 silly linkStuff async-each@0.1.6 is part of a global install
85461 silly linkStuff async-each@0.1.6 is installed into a global node_modules
85462 verbose linkBins async-each@0.1.6
85463 verbose linkMans async-each@0.1.6
85464 silly build atob@1.1.3
85465 info linkStuff atob@1.1.3
85466 silly linkStuff atob@1.1.3 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
85467 silly linkStuff atob@1.1.3 is part of a global install
85468 silly linkStuff atob@1.1.3 is installed into a global node_modules
85469 verbose linkBins atob@1.1.3
85470 verbose link bins [ { atob: 'bin/atob.js' },
85470 verbose link bins   '/Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/.bin',
85470 verbose link bins   false ]
85471 verbose linkMans atob@1.1.3
85472 silly gentlyRm /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/.bin/atob is being purged
85473 verbose gentlyRm don't care about contents; nuking /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/.bin/atob
85474 silly build source-map@0.5.3
85475 info linkStuff source-map@0.5.3
85476 silly linkStuff source-map@0.5.3 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/autoprefixer/node_modules as its parent node_modules
85477 silly linkStuff source-map@0.5.3 is part of a global install
85478 silly linkStuff source-map@0.5.3 is installed into a global node_modules
85479 verbose linkBins source-map@0.5.3
85480 verbose linkMans source-map@0.5.3
85481 silly build aws-sign2@0.5.0
85482 info linkStuff aws-sign2@0.5.0
85483 silly linkStuff aws-sign2@0.5.0 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
85484 silly linkStuff aws-sign2@0.5.0 is part of a global install
85485 silly linkStuff aws-sign2@0.5.0 is installed into a global node_modules
85486 verbose linkBins aws-sign2@0.5.0
85487 verbose linkMans aws-sign2@0.5.0
85488 silly build ast-types@0.8.12
85489 info linkStuff ast-types@0.8.12
85490 silly linkStuff ast-types@0.8.12 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/babel-loader/node_modules as its parent node_modules
85491 silly linkStuff ast-types@0.8.12 is part of a global install
85492 silly linkStuff ast-types@0.8.12 is installed into a global node_modules
85493 verbose linkBins ast-types@0.8.12
85494 verbose linkMans ast-types@0.8.12
85495 silly build convert-source-map@1.1.3
85496 info linkStuff convert-source-map@1.1.3
85497 silly linkStuff convert-source-map@1.1.3 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/babel-loader/node_modules as its parent node_modules
85498 silly linkStuff convert-source-map@1.1.3 is part of a global install
85499 silly linkStuff convert-source-map@1.1.3 is installed into a global node_modules
85500 verbose linkBins convert-source-map@1.1.3
85501 verbose linkMans convert-source-map@1.1.3
85502 silly build core-js@1.2.6
85503 info linkStuff core-js@1.2.6
85504 silly linkStuff core-js@1.2.6 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/babel-loader/node_modules as its parent node_modules
85505 silly linkStuff core-js@1.2.6 is part of a global install
85506 silly linkStuff core-js@1.2.6 is installed into a global node_modules
85507 verbose linkBins core-js@1.2.6
85508 verbose linkMans core-js@1.2.6
85509 silly build esutils@2.0.2
85510 info linkStuff esutils@2.0.2
85511 silly linkStuff esutils@2.0.2 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/babel-loader/node_modules as its parent node_modules
85512 silly linkStuff esutils@2.0.2 is part of a global install
85513 silly linkStuff esutils@2.0.2 is installed into a global node_modules
85514 verbose linkBins esutils@2.0.2
85515 verbose linkMans esutils@2.0.2
85516 silly build js-tokens@1.0.1
85517 info linkStuff js-tokens@1.0.1
85518 silly linkStuff js-tokens@1.0.1 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/babel-loader/node_modules as its parent node_modules
85519 silly linkStuff js-tokens@1.0.1 is part of a global install
85520 silly linkStuff js-tokens@1.0.1 is installed into a global node_modules
85521 verbose linkBins js-tokens@1.0.1
85522 verbose linkMans js-tokens@1.0.1
85523 silly build path-exists@1.0.0
85524 info linkStuff path-exists@1.0.0
85525 silly linkStuff path-exists@1.0.0 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/babel-loader/node_modules as its parent node_modules
85526 silly linkStuff path-exists@1.0.0 is part of a global install
85527 silly linkStuff path-exists@1.0.0 is installed into a global node_modules
85528 verbose linkBins path-exists@1.0.0
85529 verbose linkMans path-exists@1.0.0
85530 silly build source-map@0.5.3
85531 info linkStuff source-map@0.5.3
85532 silly linkStuff source-map@0.5.3 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/babel-loader/node_modules as its parent node_modules
85533 silly linkStuff source-map@0.5.3 is part of a global install
85534 silly linkStuff source-map@0.5.3 is installed into a global node_modules
85535 verbose linkBins source-map@0.5.3
85536 verbose linkMans source-map@0.5.3
85537 silly build babel-plugin-constant-folding@1.0.1
85538 info linkStuff babel-plugin-constant-folding@1.0.1
85539 silly linkStuff babel-plugin-constant-folding@1.0.1 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
85540 silly linkStuff babel-plugin-constant-folding@1.0.1 is part of a global install
85541 silly linkStuff babel-plugin-constant-folding@1.0.1 is installed into a global node_modules
85542 verbose linkBins babel-plugin-constant-folding@1.0.1
85543 verbose linkMans babel-plugin-constant-folding@1.0.1
85544 silly build babel-plugin-dead-code-elimination@1.0.2
85545 info linkStuff babel-plugin-dead-code-elimination@1.0.2
85546 silly linkStuff babel-plugin-dead-code-elimination@1.0.2 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
85547 silly linkStuff babel-plugin-dead-code-elimination@1.0.2 is part of a global install
85548 silly linkStuff babel-plugin-dead-code-elimination@1.0.2 is installed into a global node_modules
85549 verbose linkBins babel-plugin-dead-code-elimination@1.0.2
85550 verbose linkMans babel-plugin-dead-code-elimination@1.0.2
85551 silly build babel-plugin-eval@1.0.1
85552 info linkStuff babel-plugin-eval@1.0.1
85553 silly linkStuff babel-plugin-eval@1.0.1 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
85554 silly linkStuff babel-plugin-eval@1.0.1 is part of a global install
85555 silly linkStuff babel-plugin-eval@1.0.1 is installed into a global node_modules
85556 verbose linkBins babel-plugin-eval@1.0.1
85557 verbose linkMans babel-plugin-eval@1.0.1
85558 silly build babel-plugin-inline-environment-variables@1.0.1
85559 info linkStuff babel-plugin-inline-environment-variables@1.0.1
85560 silly linkStuff babel-plugin-inline-environment-variables@1.0.1 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
85561 silly linkStuff babel-plugin-inline-environment-variables@1.0.1 is part of a global install
85562 silly linkStuff babel-plugin-inline-environment-variables@1.0.1 is installed into a global node_modules
85563 verbose linkBins babel-plugin-inline-environment-variables@1.0.1
85564 verbose linkMans babel-plugin-inline-environment-variables@1.0.1
85565 silly build babel-plugin-jscript@1.0.4
85566 info linkStuff babel-plugin-jscript@1.0.4
85567 silly linkStuff babel-plugin-jscript@1.0.4 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
85568 silly linkStuff babel-plugin-jscript@1.0.4 is part of a global install
85569 silly linkStuff babel-plugin-jscript@1.0.4 is installed into a global node_modules
85570 verbose linkBins babel-plugin-jscript@1.0.4
85571 verbose linkMans babel-plugin-jscript@1.0.4
85572 silly build babel-plugin-member-expression-literals@1.0.1
85573 info linkStuff babel-plugin-member-expression-literals@1.0.1
85574 silly linkStuff babel-plugin-member-expression-literals@1.0.1 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
85575 silly linkStuff babel-plugin-member-expression-literals@1.0.1 is part of a global install
85576 silly linkStuff babel-plugin-member-expression-literals@1.0.1 is installed into a global node_modules
85577 verbose linkBins babel-plugin-member-expression-literals@1.0.1
85578 verbose linkMans babel-plugin-member-expression-literals@1.0.1
85579 silly build babel-plugin-property-literals@1.0.1
85580 info linkStuff babel-plugin-property-literals@1.0.1
85581 silly linkStuff babel-plugin-property-literals@1.0.1 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
85582 silly linkStuff babel-plugin-property-literals@1.0.1 is part of a global install
85583 silly linkStuff babel-plugin-property-literals@1.0.1 is installed into a global node_modules
85584 verbose linkBins babel-plugin-property-literals@1.0.1
85585 verbose linkMans babel-plugin-property-literals@1.0.1
85586 silly build babel-plugin-react-constant-elements@1.0.3
85587 info linkStuff babel-plugin-react-constant-elements@1.0.3
85588 silly linkStuff babel-plugin-react-constant-elements@1.0.3 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
85589 silly linkStuff babel-plugin-react-constant-elements@1.0.3 is part of a global install
85590 silly linkStuff babel-plugin-react-constant-elements@1.0.3 is installed into a global node_modules
85591 verbose linkBins babel-plugin-react-constant-elements@1.0.3
85592 verbose linkMans babel-plugin-react-constant-elements@1.0.3
85593 silly build babel-plugin-react-display-name@1.0.3
85594 info linkStuff babel-plugin-react-display-name@1.0.3
85595 silly linkStuff babel-plugin-react-display-name@1.0.3 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
85596 silly linkStuff babel-plugin-react-display-name@1.0.3 is part of a global install
85597 silly linkStuff babel-plugin-react-display-name@1.0.3 is installed into a global node_modules
85598 verbose linkBins babel-plugin-react-display-name@1.0.3
85599 verbose linkMans babel-plugin-react-display-name@1.0.3
85600 silly build babel-plugin-remove-console@1.0.1
85601 info linkStuff babel-plugin-remove-console@1.0.1
85602 silly linkStuff babel-plugin-remove-console@1.0.1 has /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules as its parent node_modules
